Year,Zone,latitude,longitude,yield,Elevation,Slope,Aspect,Sand,Clay,BD,pH,SOC,P1_EVI,P1_EVI_max,P1_FDD,P1_GDD,P1_NDVI,P1_NDVI_max,P1_NDWI,P1_NIRv,P1_PPT,P1_SM,P1_Tmean,P1_VPD,P1_VPD_max,P2_EVI,P2_EVI_max,P2_FDD,P2_GDD,P2_NDVI,P2_NDVI_max,P2_NDWI,P2_NIRv,P2_PPT,P2_SM,P2_Tmean,P2_VPD,P2_VPD_max,P3_EVI,P3_EVI_max,P3_FDD,P3_GDD,P3_NDVI,P3_NDVI_max,P3_NDWI,P3_NIRv,P3_PPT,P3_SM,P3_Tmean,P3_VPD,P3_VPD_max,P4_EVI,P4_EVI_max,P4_FDD,P4_GDD,P4_NDVI,P4_NDVI_max,P4_NDWI,P4_NIRv,P4_PPT,P4_SM,P4_Tmean,P4_VPD,P4_VPD_max,P5_EVI,P5_EVI_max,P5_FDD,P5_GDD,P5_NDVI,P5_NDVI_max,P5_NDWI,P5_NIRv,P5_PPT,P5_SM,P5_Tmean,P5_VPD,P5_VPD_max
2021,5,40.234598119172716,113.3490199664803,3451.5576,1130.0,1.528139591217041,307.3582763671875,49.23133087158203,14.065223693847656,1.310532569885254,8.263290405273438,9.767632484436035,0.17350952327251434,0.2040766328573227,0.0563293918967247,146.92381286621094,0.6066569089889526,0.7174922823905945,0.18579481542110443,0.13065066933631897,23.7368106842041,0.3074162006378174,6.99368953704834,0.4237649440765381,0.5814872980117798,0.09710271656513214,0.10816604644060135,945.1808471679688,40.705284118652344,0.30076006054878235,0.6358484029769897,0.10719791054725647,0.06730297207832336,39.55165481567383,0.2898804545402527,-7.797203063964844,0.20510417222976685,0.6725677251815796,0.1085587590932846,0.13243164122104645,16.28496551513672,192.19677734375,0.29964086413383484,0.304964542388916,0.004115212243050337,0.06733617186546326,38.2999382019043,0.30510616302490234,4.188376426696777,0.4349175989627838,0.9113580584526062,0.18390494585037231,0.18390494585037231,0.0,126.18991088867188,0.31905171275138855,0.31905171275138855,-0.05349455773830414,0.07366903871297836,19.86361312866211,0.20939213037490845,11.471810340881348,0.7958930730819702,1.1562124490737915,0.2537113428115845,0.29245638847351074,0.0,415.1628723144531,0.265049010515213,0.3212692141532898,0.01830698549747467,0.07185479253530502,35.30657196044922,0.21075963973999023,15.376402854919434,0.9958274364471436,1.5871398448944092
2021,5,39.86727521079406,113.09919882996101,3566.0183,1061.0,1.5229555368423462,52.49260711669922,52.13044357299805,12.684295654296875,1.375211477279663,8.300000190734863,8.034156799316406,0.17385290563106537,0.20725110173225403,0.07468342781066895,160.22010803222656,0.15247458219528198,0.18516893684864044,-0.04274257272481918,0.036968935281038284,22.112817764282227,0.311343252658844,7.625972270965576,0.4185476005077362,0.5848112106323242,0.0957084447145462,0.10476846247911453,841.1088256835938,49.199623107910156,0.1406901627779007,0.1879168301820755,-0.04872962832450867,0.023414423689246178,43.3306770324707,0.29724377393722534,-6.826803684234619,0.2205076664686203,0.6943586468696594,0.10711850225925446,0.12981007993221283,15.068044662475586,204.0446014404297,0.15118873119354248,0.1791221797466278,-0.01855398155748844,0.027983957901597023,44.32786560058594,0.31051939725875854,4.499441623687744,0.4146834909915924,0.8182055354118347,0.18702609837055206,0.18702609837055206,0.0,132.05035400390625,0.14862045645713806,0.14862045645713806,0.01040180679410696,0.03681328892707825,24.517492294311523,0.2053757905960083,12.00457763671875,0.7859348058700562,1.1081565618515015,0.26504600048065186,0.30892831087112427,0.0,422.2357482910156,0.1374818980693817,0.16062602400779724,0.012940334156155586,0.037821270525455475,47.17262649536133,0.22731266915798187,15.638360977172852,0.9603204727172852,1.590905785560608
2021,5,39.21267471704715,112.69037506807793,3712.718,1076.0,2.565793514251709,291.17645263671875,51.58010482788086,15.617558479309082,1.2847020626068115,8.116445541381836,7.62125301361084,0.18676403164863586,0.22483251988887787,0.0,175.22891235351562,0.6130267977714539,0.640133261680603,0.06744422018527985,0.1290421485900879,20.892108917236328,0.3233368694782257,8.344234466552734,0.40228864550590515,0.585135817527771,0.09792658686637878,0.10724565386772156,704.8560791015625,57.921775817871094,0.30098453164100647,0.38926413655281067,-0.08155111968517303,0.05568213760852814,50.18284225463867,0.31085553765296936,-5.577019691467285,0.2375357300043106,0.684661865234375,0.11424247920513153,0.15051007270812988,14.327621459960938,218.7828826904297,0.1994236409664154,0.28294679522514343,-0.05090969800949097,0.0496937595307827,52.05149459838867,0.3212061822414398,4.867982387542725,0.38586628437042236,0.7119353413581848,0.22699108719825745,0.22699108719825745,0.0,141.6692352294922,0.4623948037624359,0.4623947739601135,0.020269015803933144,0.12452292442321777,32.637752532958984,0.20338264107704163,12.879021644592285,0.7993491888046265,1.1351277828216553,0.3059762120246887,0.3534083068370819,0.0,433.1476135253906,0.49515607953071594,0.567276656627655,0.10198677331209183,0.1375543624162674,65.69638061523438,0.25155967473983765,16.042503356933594,0.9231014847755432,1.666224479675293
2021,5,40.00903003328309,112.4664256358707,3949.221,1394.0,3.031712055206299,156.481689453125,51.52479553222656,12.545496940612793,1.309999942779541,7.948320388793945,11.48141098022461,0.17161594331264496,0.20464861392974854,0.24949724972248077,146.1997528076172,0.48543688654899597,0.4927979111671448,-0.05815950781106949,0.07427716255187988,24.776729583740234,0.30864953994750977,6.95001220703125,0.39345788955688477,0.5778877139091492,0.09338100254535675,0.10449417680501938,920.364013671875,39.059165954589844,0.2418348640203476,0.3840947449207306,-0.12377005815505981,0.041025154292583466,42.64445114135742,0.2937367558479309,-7.5974555015563965,0.2052689492702484,0.64994877576828,0.10722809284925461,0.12649941444396973,19.872182846069336,188.59426879882812,0.2070753276348114,0.2070753276348114,-0.15246252715587616,0.040980204939842224,51.421356201171875,0.31930121779441833,4.017192840576172,0.4004572927951813,0.8273525238037109,0.17833463847637177,0.17833463847637177,0.0,128.3465118408203,0.23041999340057373,0.23041997849941254,-0.13814349472522736,0.04995505511760712,28.410751342773438,0.21170999109745026,11.667863845825195,0.792784571647644,1.1547904014587402,0.25162872672080994,0.2943459153175354,0.0,414.34967041015625,0.3724159002304077,0.41721418499946594,-0.08366839587688446,0.08282529562711716,49.71565628051758,0.2232673168182373,15.346283912658691,0.9948558211326599,1.6687731742858887
2021,5,38.002104585754495,117.28121580304683,4130.62,6.0,0.0,-0.0,23.16171646118164,34.229652404785156,1.3600000143051147,8.100000381469727,12.827530860900879,0.2413269430398941,0.30393320322036743,0.0,351.10882568359375,0.39131438732147217,0.4726475179195404,0.21618498861789703,0.09648551791906357,8.143718719482422,0.20845939218997955,16.71946907043457,0.8447941541671753,1.242915153503418,0.13773934543132782,0.17678068578243256,157.3549041748047,293.150634765625,0.15679313242435455,0.18623006343841553,-0.0673234611749649,0.04858725145459175,51.923526763916016,0.21433384716510773,1.1706528663635254,0.3287016749382019,1.2303909063339233,0.336987167596817,0.4000677466392517,0.0,557.240234375,0.17366044223308563,0.18804091215133667,-0.10428639501333237,0.05025620013475418,28.066959381103516,0.20519933104515076,13.267624855041504,0.902592122554779,1.5576419830322266,0.3729187250137329,0.3729187250137329,0.0,224.34158325195312,0.5240786671638489,0.5240786671638489,0.3708883225917816,0.1640642136335373,7.214951992034912,0.16020214557647705,20.394689559936523,1.3623720407485962,2.2292206287384033,0.28908130526542664,0.33618465065956116,0.0,663.8839111328125,0.13963240385055542,0.1516784131526947,-0.13452424108982086,0.037696998566389084,32.18837356567383,0.16210100054740906,24.588293075561523,1.6070564985275269,2.656459331512451
2021,5,38.00506988795504,117.25723029848032,4176.93,7.0,2.3528518676757812,270.0,22.17137336730957,31.95102882385254,1.3600000143051147,8.061518669128418,12.24122428894043,0.24119454622268677,0.3034878671169281,0.0,351.0273132324219,0.39108696579933167,0.47202059626579285,0.21521487832069397,0.0964338406920433,8.11113166809082,0.20862700045108795,16.715585708618164,0.844541072845459,1.2433054447174072,0.1378389596939087,0.1771250069141388,157.1596221923828,293.1741027832031,0.15718024969100952,0.19897523522377014,-0.07618272304534912,0.04591114819049835,51.64634704589844,0.2139270305633545,1.1725386381149292,0.3290692865848541,1.2307169437408447,0.33764663338661194,0.4002109169960022,0.0,557.6707763671875,0.17104393243789673,0.18661576509475708,-0.11830468475818634,0.04858442768454552,27.901601791381836,0.2049379050731659,13.277875900268555,0.9036715626716614,1.560209035873413,0.37281304597854614,0.37281304597854614,0.0,224.57504272460938,0.5238161683082581,0.5238161683082581,0.3702850639820099,0.16403265297412872,7.08357048034668,0.15945366024971008,20.415912628173828,1.366457462310791,2.2321674823760986,0.28897592425346375,0.3361562192440033,0.0,664.1849365234375,0.14088457822799683,0.15718653798103333,-0.12580591440200806,0.03724988177418709,32.007347106933594,0.16192510724067688,24.599441528320312,1.6103265285491943,2.6584436893463135
2021,5,38.02447143663858,117.1947047835089,4193.296,8.0,1.4984909296035767,308.22918701171875,23.636301040649414,25.476844787597656,1.3692673444747925,8.0,14.889442443847656,0.24063332378864288,0.30161651968955994,0.0,350.7156677246094,0.390473335981369,0.4698006808757782,0.21247102320194244,0.09616915881633759,7.9901885986328125,0.20931579172611237,16.70074462890625,0.8435674905776978,1.2444171905517578,0.13760410249233246,0.177359938621521,157.0260772705078,292.468505859375,0.17621055245399475,0.2353639304637909,-0.08577769249677658,0.0529026985168457,50.77587890625,0.2127845585346222,1.1676071882247925,0.32986465096473694,1.2306495904922485,0.3381413519382477,0.39924702048301697,0.0,558.6724853515625,0.2640461027622223,0.3328956067562103,-0.032146237790584564,0.08108855783939362,27.434938430786133,0.2041405737400055,13.301725387573242,0.9066037535667419,1.5685670375823975,0.37130752205848694,0.37130752205848694,0.0,225.1472625732422,0.2038191705942154,0.2038191705942154,-0.006432938855141401,0.06295973807573318,6.619080066680908,0.156992569565773,20.467933654785156,1.3775475025177002,2.239931106567383,0.2882081866264343,0.3353811204433441,0.0,664.7659912109375,0.14009657502174377,0.20693980157375336,-0.14011813700199127,0.03825458884239197,31.499963760375977,0.16134919226169586,24.62096405029297,1.6183868646621704,2.663710117340088
2021,5,39.24285837207791,112.46965848413447,4213.1577,1097.0,2.2068848609924316,327.153564453125,52.26783752441406,14.04661750793457,1.3315417766571045,7.900000095367432,6.562838077545166,0.18438182771205902,0.22293299436569214,0.0,169.92881774902344,0.3013133108615875,0.35597190260887146,-0.18342359364032745,0.052247729152441025,21.319595336914062,0.3259379267692566,8.091848373413086,0.3908819556236267,0.5708609223365784,0.0972377136349678,0.10528245568275452,727.4671630859375,53.916481018066406,0.19272956252098083,0.22467222809791565,-0.14188902080059052,0.03793185204267502,50.39979553222656,0.31317082047462463,-5.806471824645996,0.2327878475189209,0.6713641881942749,0.11151347309350967,0.14505963027477264,15.821558952331543,211.90170288085938,0.22324509918689728,0.22324511408805847,-0.12779489159584045,0.04746190831065178,54.473506927490234,0.3256247043609619,4.668574810028076,0.3767017722129822,0.6900694966316223,0.22195515036582947,0.22195515036582947,0.0,140.94505310058594,0.44628098607063293,0.44628098607063293,0.004124083090573549,0.12495867908000946,35.06987762451172,0.20683449506759644,12.813186645507812,0.8067875504493713,1.154893159866333,0.3016020357608795,0.34985509514808655,0.0,429.1733093261719,0.48499614000320435,0.5083207488059998,0.04216029867529869,0.15203873813152313,68.48181915283203,0.2559347152709961,15.895307540893555,0.9255149364471436,1.6964772939682007
2021,5,39.65680118197035,118.61116944684338,4256.9077,38.0,3.894655466079712,342.0100402832031,50.97415542602539,17.488197326660156,1.3636596202850342,7.400000095367432,14.016739845275879,0.2601493299007416,0.2912168800830841,0.0,321.545166015625,0.5875736474990845,0.5973813533782959,0.25453028082847595,0.17273487150669098,12.721162796020508,0.26288190484046936,15.311674118041992,0.6890749335289001,1.0403159856796265,0.11353816837072372,0.13857264816761017,311.8368835449219,131.58888244628906,0.15869545936584473,0.19319765269756317,-0.08724720776081085,0.04586044326424599,38.53861999511719,0.22941872477531433,-1.5538619756698608,0.2795347571372986,0.5795372724533081,0.14926326274871826,0.20877745747566223,0.0,439.5577392578125,0.13621610403060913,0.14251545071601868,-0.1074429377913475,0.04096003621816635,35.86442565917969,0.22541093826293945,10.465660095214844,0.7016268372535706,1.165563702583313,0.23641206324100494,0.23641206324100494,0.0,187.06614685058594,0.37053894996643066,0.37053894996643066,0.19802476465702057,0.09218039363622665,2.4209182262420654,0.15389226377010345,17.006011962890625,1.0628052949905396,1.6661450862884521,0.2702147960662842,0.2827511727809906,0.0,559.987060546875,0.21860995888710022,0.2942555546760559,-0.06982943415641785,0.06852765381336212,38.40389633178711,0.1884261667728424,20.74026107788086,1.0561203956604004,1.9353708028793335
2021,5,39.706118839621475,118.9946610556418,4422.05,20.0,5.1528730392456055,248.96005249023438,45.70851516723633,19.403779983520508,1.335037350654602,7.699999809265137,10.77584171295166,0.244318425655365,0.2982991933822632,0.0,319.706298828125,0.6712278127670288,0.7941689491271973,0.3472506105899811,0.2071128785610199,11.807218551635742,0.25693708658218384,15.224108695983887,0.6761203408241272,1.010337471961975,0.10681966692209244,0.1322624683380127,329.8975524902344,125.10184478759766,0.144343301653862,0.19905956089496613,-0.13703282177448273,0.026115430518984795,40.06941223144531,0.23054271936416626,-1.7654802799224854,0.2722412347793579,0.5316956639289856,0.145366370677948,0.20257560908794403,0.0,421.023193359375,0.1376725435256958,0.2035040408372879,-0.11045289784669876,0.03383107855916023,37.28660202026367,0.2221081405878067,10.024361610412598,0.6616034507751465,1.1400197744369507,0.23336371779441833,0.23336371779441833,0.0,182.2213897705078,0.15017810463905334,0.1665089875459671,-0.12268655002117157,0.036772917956113815,3.461785078048706,0.1546342372894287,16.565580368041992,0.9993627667427063,1.587911605834961,0.26858776807785034,0.28099876642227173,0.0,546.3499145507812,0.2539151906967163,0.3049049973487854,-0.04761354997754097,0.06405717879533768,39.671810150146484,0.18980883061885834,20.23518180847168,0.9728595018386841,1.829411506652832
