feature,year,n_samples,count,missing,zero_count,mean,std,min,p1,p5,p25,p50,p75,p95,p99,max
P1_Drought_Vulnerability,2018,19878,19878,0,0,0.02110900379689446,0.00917139559728076,-7.310286825222955e-05,0.007894935826990803,0.01090003534468246,0.015289486801268851,0.01922336457798965,0.025335337818580026,0.03464327352712515,0.05524480084322694,0.1206801788424624
P1_Fertility_Vigor,2018,19878,19878,0,0,-0.506824494917812,183.94845222609385,-13841.513125419617,1.251867401969493,1.68449912313507,2.5468331080813864,3.651304036210816,6.309452026938004,16.194700527254188,24.09629502385576,4642.9401433467865
P2_Drought_Vulnerability,2018,19878,19878,0,0,0.012208845887789352,0.004123971072619867,-3.536334114226167e-05,0.005396110769256431,0.006490617090245355,0.008762917707832326,0.01188900075909675,0.015172777578008976,0.01930503085680292,0.022303233793434362,0.0363427299988071
P2_Fertility_Vigor,2018,19878,19878,0,0,-0.5247816151366699,147.84934431098242,-6472.231764256954,-0.477639103493943,1.6134713622616537,2.8159425995547096,3.937446485773023,5.78987980013523,12.178917706957328,19.918592013759707,712.1098136007786
P3_Drought_Vulnerability,2018,19878,19878,0,0,0.024893817280810495,0.01263188585098899,-0.0001000165569741,0.007614384083571123,0.00907034774629952,0.014101219557590774,0.0231782831411645,0.03333811050241002,0.046933133616984556,0.05773955111408535,0.1098858361262191
P3_Fertility_Vigor,2018,19878,19878,0,0,1.0410700208383041,194.91636289353474,-7744.621359229088,1.7729709694223188,2.5823228875529933,4.567397802017794,7.224515093746589,11.332045784732031,17.265897233425708,23.83745230810533,606.4746470823878
P4_Drought_Vulnerability,2018,19878,19878,0,0,0.03556349056797581,0.013529413951997646,-0.0001250369521924,0.015162200676758022,0.01815824207649249,0.024133912168567848,0.03437420295373375,0.04429849598068128,0.059135840676367464,0.07285552598043749,0.1282760474698231
P4_Fertility_Vigor,2018,19878,19878,0,0,0.5324253227511182,250.90901542952614,-8143.96591937542,2.0403878363055026,4.011724508395586,6.142021416884376,9.006315181669294,13.352163198730578,21.788370472420528,28.71944980737569,57.179143420731634
Cum_PPT_P1,2018,19878,19878,0,0,45.33376987594056,28.567713545098663,0.2960303127765655,3.875326161384583,6.795678758621216,24.67666339874268,41.053396224975586,60.57597351074219,95.08475189208984,140.9071319580078,194.98699951171875
Cum_PPT_P2,2018,19878,19878,0,0,78.08905764446015,37.82562141859052,4.176278382539749,19.02464784622192,34.89061002731324,50.92275023460388,69.9205470085144,95.65360927581787,147.84839725494385,205.54883087158203,271.0556869506836
Cum_PPT_P3,2018,19878,19878,0,0,153.4604670173482,61.679518521408994,6.457674324512482,29.194850215911867,74.55805552005768,104.9337660074234,148.5554759502411,185.81021022796628,269.6006860733028,336.5664900207519,376.878044128418
Cum_PPT_P4,2018,19878,19878,0,0,197.09466724384237,71.4144391313425,17.12199115753174,79.6828835964203,120.63410849571228,147.25352907180786,180.93090295791626,225.27362716197968,354.201532554626,441.48737621307373,535.8492393493652
Cum_FDD_P1,2018,19878,19878,0,19233,0.038613457284671755,0.38287798984700483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2914571416378005,17.870481491088867
Cum_FDD_P2,2018,19878,19878,0,219,115.76053127880206,119.64094271091011,0.0,0.0,28.458311080932617,69.72900581359863,89.3907699584961,117.44860076904297,310.2992034912108,745.246664408445,1438.130002975464
Cum_FDD_P3,2018,19878,19878,0,219,116.3480295226635,121.64051497133025,0.0,0.0,28.757404327392578,69.78427505493164,89.45513153076172,118.39306636154653,310.79308972954664,758.1547313737858,1566.6049785614014
Cum_FDD_P4,2018,19878,19878,0,219,116.4000908731473,121.95980852931785,0.0,0.0,28.757404327392578,69.78427505493164,89.4598388671875,118.39306636154653,310.79308972954664,760.5509510231011,1586.574594497681
Cum_VPD_P1,2018,19878,19878,0,0,0.508984877070031,0.16319590531251094,0.1687158793210983,0.19672480925917624,0.2873028978705406,0.44994915276765823,0.5096533894538879,0.5534460991621017,0.7022781372070312,1.3329887068271635,1.913207650184632
Cum_VPD_P2,2018,19878,19878,0,0,0.8006260113916007,0.1920430240594605,0.3243316709995268,0.38838045135140414,0.5428497210144997,0.7138925418257713,0.7966717034578323,0.8801338374614716,1.0345235869288443,1.696278039216994,2.38449999690056
Cum_VPD_P3,2018,19878,19878,0,0,1.3815779726371726,0.3775761031604317,0.6040299832820891,0.747568500638008,0.884786707162857,1.1292955353856087,1.34632708132267,1.5920001268386843,1.9515636414289474,2.9655185362696646,4.1060790717601785
Cum_VPD_P4,2018,19878,19878,0,0,2.2291899096617662,0.5624234971061741,0.9427268803119658,1.2121114857494828,1.441524855047464,1.8425305373966694,2.2142713963985443,2.5433715879917145,3.119150087237358,4.430011934638021,6.1283616721630105
Delta_NDVI_P2,2018,19878,19878,0,0,-0.0011645718401534744,0.1677688832485929,-0.8336212038993835,-0.42011912703514104,-0.2906119525432587,-0.10884858295321458,0.0111401677131652,0.11178762838244438,0.2631207887083289,0.36522027015685987,0.7315595746040344
Delta_NDWI_P2,2018,19878,19878,0,0,0.091955193948589,0.24546610118388446,-0.778189018368721,-0.5067413127422332,-0.2905075209215284,-0.03139099478721615,0.08100539725273845,0.1892314068973064,0.5390787802636622,1.0122619885951276,1.1680135279893875
Delta_SM_P2,2018,19878,19878,0,0,-0.042803925588661015,0.03594821084830951,-0.1058134734630584,-0.08403148174285889,-0.08054601103067392,-0.0725557170808315,-0.05364114046096795,-0.0227855667471886,0.0279463514685629,0.05414507418870921,0.0923751741647719
Delta_NDVI_P3,2018,19878,19878,0,0,0.21055705029015093,0.18370000101040812,-0.5358102321624756,-0.15025917008519174,-0.05627721995115274,0.07735047861933703,0.1889009177684784,0.3309067487716675,0.5361947409808633,0.694532651901245,0.8564065285027026
Delta_NDWI_P3,2018,19878,19878,0,0,0.11536298000755972,0.19105326079271814,-0.8859943598508835,-0.5631482732295989,-0.22297744825482366,0.02143625472672285,0.12716390378773212,0.23602851293981073,0.39662369582802043,0.4697111008316278,0.928095281124115
Delta_SM_P3,2018,19878,19878,0,0,0.009830606643109377,0.020429934944325004,-0.0642817616462707,-0.04069862082600585,-0.02376363873481737,-0.0056508779525757,0.012081593275070149,0.026706911623477825,0.03887792676687232,0.04380311161279676,0.0523745119571685
Delta_NDVI_P4,2018,19878,19878,0,0,0.12505787712287497,0.14499611499148035,-0.5318674743175507,-0.1894600039720535,-0.11119017601013177,0.0334017872810363,0.1173813939094543,0.21726882457733152,0.3740909859538075,0.47229950308799734,0.7707225307822226
Delta_NDWI_P4,2018,19878,19878,0,0,0.17073547429454902,0.1407770282949331,-0.4999596551060675,-0.1437346316874028,-0.023463374376296968,0.07859417796134949,0.14938660711050034,0.2516191210597753,0.43043492734432226,0.5593719192221758,0.7552876025438309
Delta_SM_P4,2018,19878,19878,0,0,-0.0068241583648366196,0.04790740792955929,-0.0993329882621764,-0.09095972061157225,-0.07276165187358845,-0.04791523516178125,-0.01266667246818535,0.0278459973633289,0.08244542852044093,0.09128614857792852,0.0984363108873367
P1_WUE,2019,19965,19965,0,0,0.3316979753788784,0.23285776582907317,-0.0675157442993394,0.08714232789307882,0.1202045633620305,0.2004708872983093,0.2893766428582273,0.4057972633671105,0.6836093135164727,0.9912482939597596,10.60564873931191
P1_Decoupling_Stress,2019,19965,19965,0,0,5.781733539244413,2.602855193146973,0.4323826116359435,1.8627411091876265,2.6950157654983973,4.103601032023867,5.778942609620334,7.447540978744524,9.023594187884497,9.661498121026726,137.05563469976863
P1_Thermal_Efficiency,2019,19965,19965,0,0,0.000772619496903556,0.00198034464746044,-0.0009869655807303,0.000227281447149444,0.00027568458402298004,0.0004137403959395,0.0006002312808008,0.0009039154400613,0.0016966555410756594,0.0029911936093743843,0.253484308719635
P1_Hydrothermal_Balance,2019,19965,19965,0,0,2.9403531683307365,5.270369530326676,0.0209699263940307,0.469232513322115,0.6417344305255859,1.8142799001639047,2.8104814772128246,3.813951169471196,5.055320018024726,5.967547652583557,475.9946060180664
P2_WUE,2019,19965,19965,0,0,0.48371441048078245,0.29893282890452577,-0.0391807262752968,0.07210011377482294,0.11476194328168722,0.2432175195604676,0.4211722199082442,0.6735037762627897,1.0576144734170705,1.2931087201340092,1.883844246530647
P2_Decoupling_Stress,2019,19965,19965,0,0,1.98922596313052,1.0267107397033566,0.3516968003617918,0.8673432511888637,0.9096720762144689,1.1915276643896642,1.8397934363532653,2.4511613939300605,3.6337129011539577,5.058082417141854,20.815508647614465
P2_Thermal_Efficiency,2019,19965,19965,0,0,0.005738238090879912,0.013423906295184883,-0.0042269676542714,0.000814638388257872,0.00131837110379524,0.002583297542639,0.0039742593610704,0.0058276891337691,0.013039630736142692,0.01943715229218455,0.3628720641136169
P2_Hydrothermal_Balance,2019,19965,19965,0,0,62.61498870274188,199.6086304663669,7.092261643797465,7.9796286284746465,12.158964330853976,16.665860473811133,23.42339435535128,43.35823881550839,241.9783897399902,694.5448851869511,17633.880964887147
P3_WUE,2019,19965,19965,0,0,0.7935028361126756,0.4269981114507362,-0.0249496680500613,0.10342321177917811,0.17131120403394584,0.4441458731560945,0.77585247194779,1.1156341543709158,1.4795124176964853,1.6845751345767677,11.33567560684918
P3_Decoupling_Stress,2019,19965,19965,0,0,5.915158667300807,3.7373346046333897,0.3375199582418888,1.5503147229249505,1.7876006671596176,2.798539679033612,5.632706255634685,8.688074923871012,10.561061481258756,10.987781024897695,164.5884967156689
P3_Thermal_Efficiency,2019,19965,19965,0,0,0.0013286452383481156,0.0022924233125110453,-0.0002846319846583,0.00038339498709017604,0.0005791950993959401,0.0010268336396822,0.0012901245653171,0.0014793865653807,0.002223512109899979,0.002598271995324228,0.2160831540822982
