mean_error,median_error,std_error,skewness_error,mean_yield_true,mean_yield_pred,systematic_bias
36.99984187125685,60.65480000000025,764.9546960806506,-0.03413118919728334,6157.272964793734,6120.273122922476,36.99984187125756
