feature,zone,n_samples,count,missing,zero_count,mean,std,min,p1,p5,p25,p50,p75,p95,p99,max
P1_Drought_Vulnerability,3,23260,23260,0,0,0.01594528235806257,0.005199145869238883,-7.983023084359653e-05,0.006783619451809979,0.008688686316053795,0.012091993411028925,0.0155017171341647,0.019184420855741426,0.025202442642843565,0.02988603795520204,0.0444108175606758
P1_Fertility_Vigor,3,23260,23260,0,0,-3.006368368685765,215.4225486841659,-7943.710764169693,1.7876685899880531,2.4357819804658125,4.09612984698421,6.12558077575585,9.085003127621972,15.497742550928782,22.858319624563908,4642.9401433467865
P2_Drought_Vulnerability,3,23260,23260,0,0,0.0078053092227402575,0.0017321090347121818,-2.986217799563115e-05,0.004612118470214062,0.0055294947857464204,0.0066240504204970255,0.00754615342789055,0.008816043887582425,0.010860824863267022,0.012736680274510692,0.0181239013239556
P2_Fertility_Vigor,3,23260,23260,0,0,-1.6082689814117073,195.50253603654906,-7600.347248196602,-0.47995312291177017,2.6018196723062754,5.223543872701626,7.526961499095364,10.293863015579575,15.618158173840294,20.567184185055616,712.1098136007786
P3_Drought_Vulnerability,3,23260,23260,0,0,0.012596154827615462,0.002569554788594324,-4.590307556626334e-05,0.00742203237845027,0.008765022470753494,0.0108611777685091,0.012547430867923499,0.014220691079878476,0.016817198046903802,0.01917684016206144,0.0273142361422844
P3_Fertility_Vigor,3,23260,23260,0,0,-1.5430772280355793,252.07770625517176,-7832.01091003418,3.115796786626832,4.962657029723254,8.056524349225242,10.486449521774603,13.523486668855357,19.57867617606075,25.334160858823587,606.4746470823878
P4_Drought_Vulnerability,3,23260,23260,0,0,0.019305386699976997,0.0044124980694793285,-7.487728509678912e-05,0.01028310148388647,0.0129633361486978,0.016221840324095474,0.0189254625338541,0.02222609975322145,0.026836413845906126,0.030022714008985044,0.0473716806359028
P4_Fertility_Vigor,3,23260,23260,0,0,-2.7892219240616014,311.2809222837494,-8309.40709912777,4.173984545246786,6.977634763683511,10.31072047633603,12.65840348202005,15.779037612899488,23.06524372331199,29.290972532385418,54.884103988185416
Cum_PPT_P1,3,23260,23260,0,0,50.21460403046112,36.18423542670201,3.2947826385498047,4.931842617988586,7.157756638526917,15.662918090820312,48.94821739196777,75.12902450561523,113.82241287231443,125.33350227355957,217.467041015625
Cum_PPT_P2,3,23260,23260,0,0,118.2430986576519,49.78136549692697,38.29367256164551,44.83586129188538,54.3870267868042,77.2432107925415,110.4216251373291,153.66813278198242,213.1187187194824,232.26923844337463,333.01597595214844
Cum_PPT_P3,3,23260,23260,0,0,187.6675336899167,61.428866656549644,79.85769081115723,100.33866508483888,116.44416370391846,140.27284502983093,170.43386697769165,222.2415289878845,315.58638458251954,356.28482496261597,477.5882034301758
Cum_PPT_P4,3,23260,23260,0,0,248.25258271961712,88.27003908268756,126.2452154159546,142.82548473358153,154.32779722213746,179.42607760429382,218.6043815612793,294.59688806533813,435.0640813827514,502.31951683044434,634.8972778320312
Cum_FDD_P1,3,23260,23260,0,23117,0.0007289530229335329,0.02110191852689952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286889672279358
Cum_FDD_P2,3,23260,23260,0,1055,21.3241262725037,24.728573793653783,0.0,0.0,0.007572702295146868,2.596701741218567,15.853509902954102,28.98057508468628,88.79895286560057,101.46304031372068,170.67454528808594
Cum_FDD_P3,3,23260,23260,0,710,21.408104641617623,24.73494554876643,0.0,0.0,0.06815538462251425,2.6264512240886697,15.968614101409912,29.02791118621826,88.81252098083496,101.46304031372068,171.26706671714783
Cum_FDD_P4,3,23260,23260,0,710,21.408104641617623,24.73494554876643,0.0,0.0,0.06815538462251425,2.6264512240886697,15.968614101409912,29.02791118621826,88.81252098083496,101.46304031372068,171.26706671714783
Cum_VPD_P1,3,23260,23260,0,0,0.47806620404688016,0.13716333405310843,0.1362987458705902,0.23496383965015405,0.27098501771688455,0.3897751048207283,0.46631716191768646,0.5581154972314835,0.7449716210365295,0.787836947441101,0.8165342211723328
Cum_VPD_P2,3,23260,23260,0,0,0.7111993293962597,0.14640232051022428,0.2976031750440597,0.4278739169239997,0.4987205542623997,0.6096915751695632,0.6846025958657265,0.8257858864963055,0.9625086762011053,1.0098631647229195,1.0439254939556122
Cum_VPD_P3,3,23260,23260,0,0,1.0906750598251307,0.1773652531244584,0.534417226910591,0.7295031677186489,0.8566796712577341,0.9524033293128013,1.065323382616043,1.207124326378107,1.4245761983096599,1.4966341073811056,1.547232449054718
Cum_VPD_P4,3,23260,23260,0,0,1.6734398453434736,0.26359249913857485,0.8410996347665786,1.101793222129345,1.3303288742899895,1.484381303191185,1.6443087235093117,1.8223099522292616,2.257510384172201,2.3592173479497434,2.4485277235507965
Delta_NDVI_P2,3,23260,23260,0,0,0.058217410919639806,0.20107254128489874,-0.732174888253212,-0.3882438859343529,-0.2585114546120167,-0.08853115327656269,0.05044393986463535,0.20902098715305328,0.3851421574130653,0.4913968285918235,0.9086123108863832
Delta_NDWI_P2,3,23260,23260,0,0,0.09832950665546238,0.24604934138604795,-0.778189018368721,-0.4160155379772185,-0.31055847546085724,-0.06064498983323563,0.10017109289765355,0.256175384740345,0.44894021190702904,0.9899286007136107,1.1680135279893875
Delta_SM_P2,3,23260,23260,0,0,0.0379487203653527,0.05247411487875552,-0.0587117075920105,-0.04148993045091627,-0.02836685329675662,-0.00243762135505675,0.0244878977537154,0.06542378664016713,0.1466310687363148,0.17009331986308093,0.1847682595252991
Delta_NDVI_P3,3,23260,23260,0,0,0.15532097986804422,0.15461319521924535,-0.6863020062446594,-0.18160189926624296,-0.06528044044971458,0.053687885403633,0.14113333821296692,0.2424083724617958,0.41329661160707465,0.6628019247017799,0.8564065285027026
Delta_NDWI_P3,3,23260,23260,0,0,0.10733265623649568,0.16070050795286753,-0.8093077354133129,-0.5133610999584198,-0.15680550653487443,0.035483018495142404,0.11722555942833421,0.20327769964933395,0.3348714251071214,0.42442693840712303,0.928095281124115
Delta_SM_P3,3,23260,23260,0,0,-0.0050629863702881805,0.027512826423274905,-0.0747052729129791,-0.07145854264497759,-0.05899512916803352,-0.02305379509925835,-0.0057359784841537,0.01518520712852465,0.037825369834899814,0.043876575827598525,0.0564217269420623
Delta_NDVI_P4,3,23260,23260,0,0,0.10947626707049513,0.13640646244219243,-0.582556277513504,-0.23377241551876063,-0.10186482667922966,0.024537667632102952,0.1028392612934112,0.1924387738108634,0.34743133932352055,0.44287682175636295,0.7707225307822226
Delta_NDWI_P4,3,23260,23260,0,0,0.15826497297596376,0.14619718687986494,-0.5639762729406356,-0.17408096432685846,-0.042896676063537614,0.06389905512332915,0.1367948520928621,0.2372193965129554,0.43383571505546564,0.5630231061391533,0.7456377446651459
Delta_SM_P4,3,23260,23260,0,0,-0.020859121849002845,0.0355460740636895,-0.0976367592811583,-0.08989275991916652,-0.075816459953785,-0.05327153205871582,-0.01622797548770895,0.007799483835697175,0.031060411036014472,0.04474629491567608,0.0609771907329559
P1_WUE,4,83730,83730,0,0,0.30024626812977395,0.16933759855306266,-0.0675157442993394,0.07629168891692908,0.11282474096825296,0.18679324148533097,0.2617864827856526,0.3640787076813466,0.6264785168896665,0.8893713893057665,2.282459093541629
P1_Decoupling_Stress,4,83730,83730,0,0,4.634037265644174,1.7095223987355705,0.9059101566769951,1.5892090551106675,2.250954344614518,3.3395781925551384,4.398212950499087,5.823824887699482,7.750554940999154,8.799377283276987,9.755886799377045
P1_Thermal_Efficiency,4,83730,83730,0,0,0.0006683814759780967,0.00027762237689381693,-0.0009869655807303,0.000231228110131985,0.00029529579463591,0.00046006689244519996,0.00063329068986435,0.0008269660776838,0.0011884269357626152,0.0014603933340129327,0.0030566302738482
P1_Hydrothermal_Balance,4,83730,83730,0,0,3.5710375427658296,2.5828804823753115,0.1247843153043685,0.2605252338916667,0.538080086654825,1.7024579425457653,3.0891758197038994,4.770337103499536,8.866027555037462,10.89771119845755,19.75341158995502
P2_WUE,4,83730,83730,0,0,0.4558586536952922,0.2657875198467745,-0.1119886060713295,0.07902194535051155,0.12967349282741444,0.2478847892701817,0.39606610353251925,0.6159234599056453,0.9732492496128902,1.2093722130153244,1.883844246530647
P2_Decoupling_Stress,4,83730,83730,0,0,2.105582792763473,0.7097582800357379,0.7321750892862376,0.9533216484795366,1.1894167678482745,1.6013243921882654,1.9690834173389822,2.445680381612241,3.490536364399968,4.2369744720742135,4.774037802571469
P2_Thermal_Efficiency,4,83730,83730,0,0,0.004276421351456234,0.0031100998417129067,-0.0020265829738133,0.001010028718402682,0.00143965872984401,0.002393225149779975,0.0032890864702682,0.005111649692698725,0.010485777536779477,0.016252404290410978,0.0682096703372368
P2_Hydrothermal_Balance,4,83730,83730,0,0,63.567042182863815,627.4857149289174,3.9521734199026577,5.071706970361935,6.664556712336823,16.33000552441672,24.007569786673052,44.10973787307739,256.04702949523926,410.56305402709825,148651.64263033224
P3_WUE,4,83730,83730,0,0,0.8025922043355664,0.36696197869092523,-0.0300643744035108,0.15420405991283834,0.23816784760077933,0.5045430139427304,0.7999852120549192,1.07882598356861,1.4119115492776804,1.6123793870145136,2.3858500486783845
P3_Decoupling_Stress,4,83730,83730,0,0,5.760759516376041,2.2893487652210474,1.1845947060946638,2.020597967374357,2.692626159816667,3.945675685764905,5.427191605041923,7.16186175618429,10.0677042533322,11.98449551084879,14.150372881747646
P3_Thermal_Efficiency,4,83730,83730,0,0,0.0011595867025486798,0.00033220533608827724,-0.0002846319846583,0.000375406774447565,0.000538186020196555,0.0009407461817149,0.0012057010887586,0.001410315007414925,0.0016257792045124852,0.0017679845217665007,0.0025696594628238
P3_Hydrothermal_Balance,4,83730,83730,0,0,4.598061017444524,2.4019898529429637,0.5020836918044559,0.6387248915272893,1.899088170848673,2.952265093728898,4.089334223765536,5.762667546916918,8.700867902393858,13.186669025255933,25.979240918540725
P4_WUE,4,83730,83730,0,0,1.1659722925188007,0.4881993234985804,-0.0401931793909376,0.29302685866183337,0.4930910691480072,0.8196298453207147,1.0714311291275411,1.449696125159325,2.1291335293724707,2.5072309712990175,3.75185906039978
P4_Decoupling_Stress,4,83730,83730,0,0,8.281162785834761,3.4297321998261623,1.7520914353591714,3.219210907852568,3.935666528398071,5.7713927504918985,7.376952386248591,10.598500053527303,14.87518504591035,17.59557404232533,20.731400310892
P4_Thermal_Efficiency,4,83730,83730,0,0,0.002387440068748331,0.0005297160681523081,-0.0004316608312226,0.000952137373591479,0.00147274571290298,0.002091721062564375,0.00241005380587535,0.0027263270400070747,0.0032315999684658352,0.00355822678308965,0.0046633772464339
P4_Hydrothermal_Balance,4,83730,83730,0,0,1.5020670544988697,0.9945762722728144,0.0219569060636259,0.08727118489118713,0.24594456171652415,0.7324913163958899,1.339032125658512,1.994584156778412,3.3270337039140423,4.507699931548163,7.545321876074993
P1_Drought_Vulnerability,4,83730,83730,0,0,0.025479642448019355,0.008488474109948935,-8.252082417405148e-05,0.0102699261849175,0.013209403294149704,0.0193145046101398,0.02459886478594435,0.03072032910398205,0.04096015134315331,0.04811684762977327,0.0773839230342455
P1_Fertility_Vigor,4,83730,83730,0,0,-1.0814068751246073,149.92831519128853,-8487.467704296112,1.0622037180889785,1.4248659954769185,2.3052063970928875,3.331268995464228,5.080617219969696,10.567593753000036,16.173010045010187,56.76154112804579
P2_Drought_Vulnerability,4,83730,83730,0,0,0.011777489892201587,0.003555812232407674,-4.145173125930907e-05,0.0057368167672388485,0.006710367658714085,0.009193742068365325,0.01137088911658595,0.0139357150389516,0.018230444518854624,0.02138512314568885,0.0363427299988071
P2_Fertility_Vigor,4,83730,83730,0,0,0.8364812985086306,139.8233742525413,-6974.481200695038,1.2956321409959775,1.9115116649694992,3.222297819467691,4.781636237134251,7.304993639625955,12.658891105755737,17.414053014030483,49.57738241860352
P3_Drought_Vulnerability,4,83730,83730,0,0,0.026923993196156046,0.00979856066069871,-9.430991699476958e-05,0.010834389936196964,0.01296960167336356,0.0190568078851351,0.0261858488264625,0.03344257018068332,0.0443547853993752,0.05216142673317673,0.0899208513501179
P3_Fertility_Vigor,4,83730,83730,0,0,1.7019340037997042,175.345826035317,-8148.121139645576,1.6336876146563781,2.4730466141701113,4.5631350096208925,6.632962379109358,10.427125064108623,16.314062063235095,22.79172277087581,40.6967335188092
P4_Drought_Vulnerability,4,83730,83730,0,0,0.04282635333652577,0.01677424616154823,-0.000151978640296,0.0159101508595477,0.019877759278815264,0.03036379329065625,0.0404433696503324,0.05305121834254055,0.07473151385698219,0.08837529498078714,0.1347831565906014
P4_Fertility_Vigor,4,83730,83730,0,0,1.1187997109859085,223.03041847779136,-8882.85133588314,2.479954927529221,4.017637655761158,6.018181362887176,8.063345459635116,11.760388231997126,17.596206017115694,23.807910353641393,59.36322247605858
